,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
370,74.0,64.0,53.0,63.0,57.0,48.0,100.0,83.0,66.0,29.97,29.93,10.0,9.0,3.0,12.0,5.0,21.0,0.01
371,66.0,54.0,41.0,63.0,49.0,32.0,93.0,79.0,65.0,30.29,30.09,10.0,8.0,5.0,16.0,8.0,24.0,0.03
372,47.0,40.0,32.0,34.0,30.0,26.0,92.0,71.0,49.0,30.33,30.25,10.0,10.0,7.0,14.0,4.0,21.0,0.13
373,67.0,49.0,30.0,42.0,36.0,29.0,92.0,68.0,43.0,30.21,30.14,10.0,10.0,10.0,10.0,2.0,15.0,0.0
374,46.0,43.0,39.0,43.0,40.0,32.0,100.0,87.0,73.0,30.51,30.36,10.0,6.0,0.0,13.0,6.0,21.0,0.0
375,42.0,39.0,36.0,31.0,29.0,27.0,76.0,70.0,64.0,30.57,30.48,10.0,10.0,9.0,14.0,8.0,21.0,0.0
376,40.0,37.0,34.0,39.0,35.0,29.0,100.0,82.0,64.0,30.38,30.25,10.0,3.0,1.0,9.0,5.0,13.0,0.63
377,43.0,41.0,38.0,41.0,39.0,37.0,100.0,95.0,89.0,30.19,30.08,10.0,4.0,2.0,12.0,5.0,18.0,0.2
378,62.0,51.0,39.0,43.0,40.0,38.0,100.0,74.0,48.0,30.13,29.99,10.0,8.0,2.0,14.0,3.0,24.0,0.76
379,51.0,43.0,35.0,41.0,30.0,22.0,100.0,69.0,38.0,30.69,30.48,10.0,10.0,10.0,16.0,7.0,26.0,0.0
380,52.0,41.0,29.0,28.0,23.0,20.0,75.0,54.0,32.0,30.73,30.6,10.0,10.0,10.0,8.0,4.0,12.0,0.0
381,71.0,54.0,36.0,37.0,32.0,28.0,76.0,50.0,23.0,30.46,30.38,10.0,10.0,10.0,9.0,2.0,13.0,0.0
382,51.0,41.0,30.0,38.0,27.0,8.0,76.0,54.0,32.0,30.8,30.58,10.0,10.0,10.0,21.0,9.0,32.0,0.0
383,36.0,30.0,23.0,23.0,12.0,5.0,56.0,48.0,39.0,30.79,30.54,10.0,10.0,10.0,15.0,5.0,23.0,0.0
384,38.0,36.0,34.0,32.0,26.0,21.0,70.0,62.0,54.0,30.58,30.48,10.0,10.0,4.0,13.0,6.0,21.0,0.02
385,36.0,34.0,32.0,34.0,31.0,19.0,100.0,76.0,52.0,30.56,30.42,10.0,4.0,2.0,8.0,3.0,13.0,0.3
386,49.0,42.0,34.0,45.0,39.0,33.0,100.0,90.0,80.0,30.3,30.21,10.0,7.0,2.0,8.0,3.0,13.0,0.17
387,46.0,43.0,40.0,45.0,41.0,36.0,100.0,88.0,76.0,30.44,30.28,10.0,5.0,0.0,14.0,5.0,20.0,0.0
388,42.0,39.0,35.0,37.0,33.0,31.0,92.0,83.0,73.0,30.52,30.43,10.0,7.0,4.0,12.0,7.0,21.0,0.0
389,40.0,39.0,38.0,38.0,36.0,34.0,92.0,86.0,79.0,30.41,30.33,8.0,4.0,2.0,9.0,5.0,15.0,0.0
390,59.0,49.0,38.0,38.0,36.0,34.0,92.0,68.0,43.0,30.4,30.33,10.0,9.0,6.0,12.0,4.0,19.0,0.0
391,64.0,51.0,38.0,41.0,38.0,35.0,92.0,64.0,36.0,30.4,30.29,10.0,10.0,10.0,8.0,3.0,12.0,0.0
392,69.0,54.0,39.0,46.0,40.0,33.0,92.0,63.0,34.0,30.26,30.13,10.0,10.0,6.0,12.0,3.0,20.0,0.0
393,72.0,59.0,46.0,34.0,30.0,26.0,53.0,37.0,20.0,30.38,30.28,10.0,10.0,10.0,10.0,3.0,15.0,0.0
394,75.0,56.0,37.0,47.0,41.0,29.0,85.0,59.0,33.0,30.18,30.04,10.0,10.0,10.0,10.0,3.0,19.0,0.0
395,80.0,61.0,41.0,51.0,44.0,39.0,89.0,59.0,28.0,30.04,29.94,10.0,10.0,7.0,12.0,3.0,19.0,0.0
396,56.0,53.0,50.0,53.0,50.0,42.0,96.0,84.0,71.0,30.15,30.07,10.0,5.0,1.0,10.0,6.0,17.0,0.16
397,52.0,47.0,41.0,51.0,46.0,38.0,100.0,91.0,82.0,30.27,30.07,10.0,4.0,1.0,20.0,10.0,32.0,2.07
398,51.0,45.0,38.0,42.0,38.0,35.0,93.0,77.0,61.0,30.32,30.26,10.0,8.0,3.0,15.0,6.0,23.0,0.4
399,63.0,50.0,36.0,41.0,36.0,31.0,92.0,62.0,32.0,30.28,30.2,10.0,10.0,10.0,13.0,4.0,21.0,0.0
400,73.0,57.0,40.0,40.0,34.0,29.0,85.0,53.0,20.0,30.2,30.11,10.0,10.0,10.0,13.0,6.0,20.0,0.0
401,74.0,60.0,46.0,43.0,37.0,32.0,61.0,43.0,25.0,30.29,30.21,10.0,10.0,10.0,10.0,5.0,17.0,0.0
402,83.0,67.0,51.0,45.0,40.0,36.0,71.0,47.0,23.0,30.21,30.15,10.0,10.0,10.0,14.0,6.0,24.0,0.0
403,81.0,62.0,42.0,49.0,42.0,37.0,96.0,60.0,23.0,30.18,30.12,10.0,10.0,10.0,14.0,4.0,22.0,0.0
404,79.0,66.0,52.0,55.0,49.0,34.0,100.0,68.0,35.0,30.39,30.22,10.0,10.0,6.0,16.0,4.0,25.0,0.0
405,58.0,53.0,48.0,39.0,36.0,33.0,63.0,52.0,40.0,30.46,30.37,10.0,10.0,10.0,14.0,6.0,23.0,0.0
406,62.0,56.0,49.0,61.0,51.0,37.0,100.0,80.0,59.0,30.26,30.04,10.0,5.0,1.0,15.0,4.0,21.0,0.31
407,73.0,59.0,44.0,61.0,54.0,30.0,100.0,77.0,53.0,30.27,29.98,10.0,8.0,4.0,17.0,7.0,28.0,0.02
408,49.0,41.0,33.0,30.0,24.0,19.0,62.0,48.0,34.0,30.43,30.35,10.0,10.0,10.0,15.0,6.0,22.0,0.0
409,43.0,42.0,40.0,42.0,37.0,28.0,96.0,76.0,55.0,30.36,30.27,10.0,6.0,2.0,8.0,2.0,11.0,0.26
410,55.0,49.0,42.0,50.0,45.0,41.0,100.0,92.0,83.0,30.21,30.13,10.0,5.0,1.0,8.0,2.0,13.0,0.06
411,52.0,45.0,38.0,48.0,35.0,31.0,92.0,77.0,62.0,30.48,30.38,10.0,10.0,5.0,16.0,7.0,26.0,0.0
412,60.0,49.0,37.0,42.0,38.0,33.0,86.0,69.0,51.0,30.46,30.37,10.0,10.0,7.0,10.0,3.0,16.0,0.0
413,69.0,55.0,40.0,53.0,46.0,39.0,93.0,71.0,49.0,30.22,30.08,10.0,8.0,4.0,13.0,5.0,21.0,0.0
414,78.0,68.0,58.0,57.0,56.0,50.0,93.0,72.0,50.0,30.0,29.9,10.0,10.0,8.0,14.0,6.0,26.0,0.0
415,83.0,68.0,52.0,50.0,44.0,38.0,77.0,49.0,20.0,30.14,30.07,10.0,10.0,10.0,9.0,3.0,13.0,0.0
416,81.0,64.0,46.0,49.0,44.0,40.0,86.0,57.0,28.0,30.07,29.99,10.0,10.0,10.0,10.0,4.0,18.0,0.0
417,78.0,65.0,51.0,53.0,49.0,40.0,100.0,64.0,27.0,30.2,30.03,10.0,7.0,1.0,16.0,5.0,26.0,0.0
418,62.0,53.0,44.0,40.0,34.0,31.0,65.0,51.0,36.0,30.42,30.35,10.0,10.0,10.0,16.0,7.0,27.0,0.0
419,70.0,55.0,39.0,44.0,38.0,32.0,79.0,58.0,37.0,30.38,30.31,10.0,10.0,10.0,10.0,2.0,15.0,0.0
420,78.0,63.0,48.0,53.0,47.0,43.0,86.0,60.0,33.0,30.29,30.22,10.0,10.0,10.0,9.0,3.0,14.0,0.0
421,68.0,63.0,57.0,62.0,58.0,52.0,87.0,80.0,73.0,30.15,30.02,10.0,10.0,7.0,10.0,5.0,19.0,0.0
422,66.0,51.0,36.0,61.0,39.0,28.0,93.0,79.0,64.0,30.24,30.03,10.0,8.0,2.0,17.0,9.0,28.0,0.01
423,55.0,45.0,34.0,33.0,27.0,23.0,82.0,59.0,35.0,30.34,30.25,10.0,10.0,10.0,13.0,7.0,22.0,0.0
424,66.0,49.0,32.0,34.0,29.0,25.0,89.0,56.0,22.0,30.39,30.31,10.0,10.0,10.0,13.0,4.0,18.0,0.0
425,70.0,54.0,38.0,49.0,40.0,31.0,85.0,61.0,37.0,30.38,30.25,10.0,10.0,10.0,14.0,5.0,28.0,0.0
426,75.0,65.0,54.0,60.0,56.0,49.0,86.0,72.0,57.0,30.08,29.92,10.0,10.0,9.0,16.0,9.0,31.0,0.0
427,78.0,67.0,55.0,61.0,56.0,45.0,87.0,69.0,50.0,30.02,29.88,10.0,10.0,9.0,14.0,6.0,25.0,0.0
428,56.0,47.0,37.0,52.0,44.0,33.0,93.0,80.0,66.0,30.41,30.14,10.0,8.0,2.0,20.0,7.0,30.0,0.02
429,37.0,34.0,30.0,32.0,29.0,26.0,92.0,87.0,82.0,30.54,30.45,10.0,7.0,2.0,17.0,9.0,24.0,0.01
430,37.0,34.0,30.0,34.0,29.0,26.0,92.0,84.0,76.0,30.41,30.24,10.0,8.0,2.0,9.0,4.0,15.0,0.0
431,63.0,49.0,35.0,36.0,34.0,28.0,100.0,64.0,27.0,30.03,29.94,10.0,8.0,3.0,13.0,3.0,21.0,0.01
432,52.0,43.0,33.0,37.0,31.0,21.0,96.0,74.0,52.0,30.4,30.19,10.0,10.0,5.0,15.0,7.0,24.0,0.0
433,36.0,34.0,31.0,30.0,25.0,19.0,92.0,72.0,52.0,30.45,30.38,10.0,8.0,2.0,13.0,7.0,21.0,0.01
434,36.0,34.0,31.0,34.0,31.0,26.0,100.0,93.0,85.0,30.38,30.31,10.0,5.0,2.0,10.0,5.0,17.0,0.1
435,43.0,39.0,35.0,41.0,38.0,34.0,100.0,95.0,89.0,30.36,30.29,8.0,4.0,2.0,10.0,6.0,16.0,0.09
436,45.0,42.0,38.0,42.0,40.0,37.0,100.0,95.0,89.0,30.38,30.28,10.0,5.0,1.0,10.0,4.0,15.0,0.02
437,63.0,52.0,41.0,59.0,49.0,41.0,100.0,95.0,90.0,30.15,29.98,5.0,2.0,0.0,8.0,1.0,13.0,0.01
438,70.0,52.0,34.0,67.0,56.0,32.0,100.0,95.0,89.0,30.28,29.9,10.0,4.0,0.0,21.0,6.0,36.0,0.15
439,47.0,39.0,31.0,32.0,25.0,18.0,89.0,61.0,33.0,30.64,30.45,10.0,9.0,2.0,20.0,10.0,33.0,0.13
440,57.0,42.0,26.0,29.0,23.0,19.0,81.0,54.0,27.0,30.66,30.56,10.0,10.0,10.0,8.0,2.0,13.0,0.0
441,60.0,49.0,38.0,37.0,30.0,24.0,82.0,56.0,29.0,30.5,30.4,10.0,10.0,10.0,10.0,2.0,13.0,0.0
442,54.0,51.0,47.0,51.0,48.0,37.0,100.0,69.0,38.0,30.29,30.17,10.0,3.0,1.0,12.0,3.0,16.0,0.45
443,55.0,52.0,49.0,52.0,49.0,48.0,100.0,97.0,93.0,30.06,29.96,10.0,5.0,1.0,8.0,4.0,13.0,2.17
444,63.0,57.0,50.0,52.0,50.0,49.0,96.0,78.0,60.0,30.15,30.04,10.0,10.0,10.0,9.0,4.0,14.0,0.0
445,59.0,57.0,54.0,51.0,50.0,49.0,86.0,79.0,72.0,30.26,30.2,10.0,10.0,10.0,13.0,6.0,20.0,0.0
446,73.0,63.0,52.0,55.0,52.0,49.0,96.0,73.0,49.0,30.19,30.1,10.0,10.0,9.0,13.0,5.0,18.0,0.02
447,78.0,66.0,53.0,54.0,52.0,46.0,100.0,68.0,36.0,30.06,30.0,10.0,8.0,1.0,12.0,3.0,18.0,0.0
448,78.0,66.0,53.0,53.0,49.0,44.0,89.0,61.0,33.0,30.21,30.1,10.0,10.0,10.0,15.0,6.0,23.0,0.0
449,69.0,60.0,51.0,54.0,51.0,48.0,89.0,72.0,55.0,30.32,30.26,10.0,10.0,10.0,12.0,3.0,16.0,0.0
450,77.0,65.0,52.0,62.0,56.0,51.0,100.0,73.0,46.0,30.28,30.21,10.0,9.0,4.0,10.0,3.0,17.0,0.0
451,77.0,70.0,63.0,66.0,63.0,61.0,100.0,82.0,64.0,30.18,30.11,10.0,8.0,4.0,9.0,3.0,16.0,0.01
452,81.0,71.0,60.0,65.0,61.0,58.0,93.0,74.0,54.0,30.06,29.99,10.0,10.0,8.0,13.0,4.0,20.0,0.13
453,83.0,73.0,63.0,66.0,64.0,61.0,100.0,79.0,58.0,30.0,29.95,10.0,8.0,2.0,12.0,5.0,17.0,0.0
454,71.0,64.0,57.0,67.0,61.0,55.0,93.0,89.0,84.0,30.15,30.09,10.0,6.0,0.0,15.0,4.0,22.0,1.17
455,61.0,58.0,55.0,58.0,56.0,54.0,100.0,95.0,90.0,30.15,30.08,10.0,7.0,2.0,10.0,4.0,17.0,0.43
456,78.0,68.0,57.0,59.0,57.0,55.0,100.0,75.0,50.0,30.08,30.03,10.0,10.0,7.0,9.0,4.0,15.0,0.0
457,80.0,66.0,52.0,59.0,56.0,51.0,100.0,73.0,45.0,30.13,30.06,10.0,10.0,6.0,9.0,3.0,14.0,0.0
458,83.0,71.0,59.0,62.0,60.0,57.0,97.0,72.0,47.0,30.04,29.97,10.0,10.0,9.0,14.0,7.0,22.0,0.0
459,84.0,73.0,62.0,63.0,61.0,59.0,93.0,72.0,51.0,29.98,29.91,10.0,10.0,10.0,16.0,8.0,27.0,0.0
460,70.0,62.0,54.0,65.0,48.0,33.0,93.0,62.0,31.0,30.19,30.03,10.0,9.0,2.0,20.0,10.0,29.0,0.05
461,82.0,64.0,46.0,44.0,36.0,29.0,71.0,44.0,16.0,30.2,30.15,10.0,10.0,10.0,13.0,4.0,19.0,0.0
462,84.0,66.0,48.0,49.0,44.0,40.0,86.0,54.0,22.0,30.14,30.08,10.0,10.0,10.0,13.0,5.0,24.0,0.0
463,84.0,71.0,57.0,60.0,56.0,50.0,93.0,67.0,40.0,30.11,30.06,10.0,10.0,10.0,17.0,8.0,28.0,0.0
464,80.0,72.0,64.0,64.0,62.0,60.0,93.0,76.0,58.0,30.18,30.11,10.0,10.0,9.0,12.0,5.0,18.0,0.0
465,82.0,74.0,66.0,66.0,62.0,59.0,93.0,74.0,54.0,30.09,30.0,10.0,10.0,7.0,13.0,7.0,20.0,0.0
466,83.0,76.0,68.0,67.0,65.0,61.0,90.0,71.0,51.0,29.98,29.92,10.0,9.0,4.0,14.0,7.0,25.0,0.0
467,84.0,76.0,68.0,68.0,66.0,63.0,90.0,76.0,62.0,29.97,29.9,10.0,8.0,6.0,15.0,8.0,26.0,0.0
468,86.0,76.0,66.0,68.0,62.0,48.0,90.0,67.0,43.0,30.18,29.98,10.0,8.0,4.0,17.0,7.0,27.0,0.0
469,69.0,63.0,56.0,48.0,44.0,37.0,61.0,53.0,44.0,30.33,30.24,10.0,10.0,10.0,17.0,8.0,32.0,0.0
470,69.0,64.0,59.0,64.0,59.0,48.0,100.0,78.0,56.0,30.15,30.0,10.0,5.0,1.0,10.0,4.0,16.0,0.02
471,85.0,75.0,65.0,67.0,65.0,64.0,100.0,76.0,51.0,30.01,29.94,10.0,8.0,2.0,14.0,7.0,24.0,0.0
472,87.0,78.0,68.0,67.0,65.0,62.0,90.0,71.0,51.0,30.03,29.96,10.0,10.0,8.0,16.0,8.0,26.0,0.0
473,79.0,74.0,69.0,69.0,67.0,65.0,90.0,81.0,71.0,30.0,29.92,10.0,9.0,6.0,16.0,8.0,29.0,0.0
474,87.0,79.0,70.0,71.0,67.0,65.0,90.0,73.0,55.0,29.93,29.86,10.0,9.0,7.0,15.0,7.0,27.0,0.0
475,74.0,65.0,56.0,68.0,53.0,47.0,93.0,70.0,47.0,30.2,30.08,10.0,10.0,10.0,14.0,5.0,26.0,0.09
476,70.0,65.0,59.0,66.0,62.0,53.0,100.0,86.0,72.0,30.12,30.04,10.0,5.0,1.0,7.0,3.0,12.0,0.0
477,82.0,75.0,67.0,69.0,67.0,65.0,100.0,81.0,62.0,29.99,29.91,10.0,5.0,0.0,13.0,5.0,19.0,0.01
478,87.0,76.0,64.0,70.0,65.0,54.0,100.0,67.0,34.0,29.98,29.86,10.0,8.0,2.0,13.0,4.0,19.0,0.09
479,77.0,67.0,57.0,61.0,55.0,49.0,87.0,67.0,46.0,30.11,30.04,10.0,10.0,10.0,12.0,6.0,20.0,0.0
480,83.0,69.0,54.0,65.0,56.0,50.0,93.0,69.0,45.0,30.04,29.97,10.0,10.0,10.0,14.0,4.0,20.0,0.0
481,81.0,74.0,67.0,70.0,66.0,64.0,93.0,78.0,62.0,29.98,29.91,10.0,9.0,4.0,17.0,4.0,27.0,0.01
482,75.0,71.0,66.0,70.0,65.0,61.0,93.0,81.0,69.0,29.98,29.92,10.0,8.0,2.0,12.0,4.0,18.0,0.41
483,77.0,66.0,54.0,66.0,63.0,53.0,100.0,82.0,64.0,29.94,29.87,10.0,8.0,0.0,28.0,4.0,43.0,0.57
484,89.0,73.0,57.0,69.0,58.0,39.0,100.0,60.0,20.0,29.86,29.8,10.0,7.0,0.0,15.0,6.0,25.0,0.0
485,73.0,64.0,54.0,48.0,43.0,36.0,64.0,48.0,32.0,30.05,29.98,10.0,10.0,10.0,15.0,6.0,25.0,0.0
486,81.0,66.0,51.0,63.0,53.0,47.0,89.0,66.0,43.0,30.02,29.95,10.0,10.0,10.0,13.0,5.0,22.0,0.0
487,81.0,74.0,67.0,68.0,65.0,63.0,93.0,79.0,64.0,29.95,29.89,10.0,10.0,7.0,16.0,7.0,23.0,0.0
488,85.0,77.0,68.0,72.0,69.0,66.0,100.0,85.0,69.0,29.94,29.87,10.0,8.0,1.0,10.0,4.0,16.0,0.0
489,85.0,77.0,69.0,74.0,72.0,69.0,100.0,85.0,69.0,29.92,29.82,10.0,6.0,1.0,14.0,5.0,23.0,0.43
490,93.0,82.0,70.0,73.0,64.0,46.0,100.0,61.0,21.0,29.83,29.74,10.0,7.0,2.0,12.0,5.0,20.0,0.04
491,86.0,78.0,69.0,72.0,69.0,63.0,93.0,77.0,61.0,29.76,29.65,10.0,8.0,1.0,18.0,8.0,32.0,0.08
492,85.0,74.0,63.0,70.0,62.0,52.0,100.0,66.0,32.0,29.8,29.68,10.0,9.0,1.0,17.0,4.0,37.0,0.56
493,65.0,59.0,53.0,59.0,52.0,47.0,84.0,74.0,64.0,30.12,29.98,10.0,10.0,10.0,17.0,8.0,26.0,0.0
494,77.0,63.0,49.0,48.0,45.0,41.0,93.0,61.0,29.0,30.13,30.05,10.0,10.0,10.0,12.0,5.0,19.0,0.0
495,83.0,67.0,50.0,51.0,49.0,47.0,89.0,60.0,31.0,30.05,29.99,10.0,10.0,8.0,10.0,3.0,14.0,0.0
496,84.0,70.0,55.0,56.0,52.0,50.0,86.0,60.0,33.0,30.07,30.02,10.0,10.0,10.0,10.0,2.0,15.0,0.0
497,83.0,71.0,58.0,55.0,53.0,51.0,80.0,58.0,36.0,30.08,30.02,10.0,10.0,10.0,13.0,4.0,20.0,0.0
498,84.0,71.0,58.0,62.0,58.0,55.0,93.0,67.0,40.0,30.03,29.98,10.0,10.0,10.0,15.0,6.0,23.0,0.0
499,84.0,75.0,66.0,66.0,63.0,59.0,93.0,71.0,49.0,30.1,30.02,10.0,10.0,4.0,16.0,8.0,26.0,0.0
500,83.0,75.0,66.0,70.0,67.0,62.0,100.0,77.0,54.0,30.01,29.95,10.0,6.0,0.0,20.0,7.0,28.0,3.84
501,87.0,79.0,71.0,71.0,69.0,68.0,93.0,74.0,55.0,29.97,29.91,10.0,8.0,3.0,14.0,8.0,23.0,0.01
502,83.0,78.0,73.0,73.0,71.0,69.0,87.0,81.0,74.0,29.94,29.87,10.0,9.0,2.0,17.0,9.0,26.0,0.02
503,79.0,76.0,73.0,75.0,73.0,70.0,93.0,88.0,82.0,29.93,29.87,10.0,5.0,1.0,13.0,6.0,19.0,0.29
504,85.0,79.0,72.0,73.0,71.0,69.0,93.0,79.0,65.0,29.89,29.82,10.0,7.0,2.0,17.0,9.0,31.0,0.02
505,87.0,82.0,76.0,72.0,71.0,69.0,87.0,71.0,55.0,29.86,29.8,10.0,9.0,7.0,17.0,10.0,29.0,0.0
506,79.0,74.0,68.0,73.0,67.0,61.0,94.0,78.0,62.0,30.11,29.99,10.0,7.0,1.0,12.0,5.0,20.0,0.4
507,69.0,67.0,65.0,67.0,65.0,63.0,100.0,91.0,81.0,30.2,30.14,10.0,8.0,1.0,10.0,5.0,17.0,0.23
508,70.0,67.0,64.0,70.0,66.0,64.0,100.0,97.0,93.0,30.15,30.08,10.0,5.0,0.0,14.0,4.0,26.0,1.12
509,87.0,78.0,68.0,74.0,71.0,66.0,100.0,83.0,65.0,30.1,30.03,10.0,6.0,1.0,15.0,5.0,24.0,0.08
510,77.0,72.0,67.0,71.0,68.0,65.0,100.0,87.0,74.0,30.04,29.95,10.0,8.0,1.0,13.0,4.0,20.0,0.36
511,87.0,77.0,67.0,73.0,70.0,65.0,97.0,79.0,61.0,29.91,29.85,10.0,9.0,6.0,18.0,9.0,30.0,0.0
512,84.0,75.0,66.0,72.0,68.0,65.0,100.0,83.0,65.0,30.05,29.94,10.0,6.0,1.0,22.0,5.0,35.0,2.6
513,88.0,81.0,73.0,75.0,72.0,70.0,93.0,77.0,61.0,30.1,30.03,10.0,9.0,3.0,12.0,5.0,20.0,0.0
514,89.0,82.0,74.0,75.0,72.0,69.0,87.0,73.0,59.0,30.06,29.99,10.0,8.0,5.0,17.0,8.0,28.0,0.0
515,89.0,81.0,72.0,76.0,72.0,70.0,94.0,75.0,56.0,30.01,29.94,10.0,8.0,1.0,13.0,5.0,21.0,0.33
516,76.0,69.0,62.0,74.0,63.0,59.0,94.0,84.0,73.0,30.13,30.08,10.0,10.0,7.0,15.0,6.0,24.0,0.02
517,77.0,70.0,62.0,71.0,67.0,61.0,100.0,91.0,82.0,30.13,30.08,10.0,6.0,1.0,10.0,4.0,17.0,0.03
518,87.0,77.0,66.0,74.0,71.0,66.0,100.0,83.0,65.0,30.11,30.02,10.0,6.0,0.0,18.0,7.0,32.0,1.41
519,82.0,73.0,64.0,70.0,68.0,63.0,93.0,81.0,69.0,29.95,29.89,10.0,10.0,5.0,8.0,6.0,17.0,0.76
520,82.0,74.0,66.0,74.0,69.0,66.0,100.0,87.0,74.0,29.92,29.84,10.0,7.0,0.0,16.0,5.0,29.0,5.2
521,89.0,78.0,66.0,75.0,69.0,64.0,100.0,80.0,59.0,30.02,29.95,10.0,6.0,2.0,13.0,6.0,20.0,0.0
522,85.0,76.0,67.0,75.0,70.0,64.0,94.0,82.0,69.0,30.1,30.03,10.0,9.0,6.0,12.0,5.0,18.0,0.0
523,87.0,78.0,69.0,79.0,73.0,70.0,94.0,80.0,65.0,30.08,30.01,10.0,8.0,2.0,15.0,6.0,25.0,0.2
524,89.0,77.0,64.0,73.0,66.0,63.0,100.0,76.0,51.0,30.03,29.95,10.0,8.0,1.0,21.0,5.0,33.0,0.67
525,88.0,79.0,70.0,70.0,68.0,64.0,93.0,74.0,55.0,30.07,30.0,10.0,10.0,8.0,12.0,2.0,16.0,0.0
526,86.0,77.0,67.0,67.0,64.0,61.0,90.0,67.0,44.0,30.14,30.06,10.0,10.0,10.0,9.0,2.0,16.0,0.0
527,88.0,76.0,64.0,66.0,65.0,63.0,93.0,70.0,46.0,30.08,30.03,10.0,10.0,9.0,8.0,2.0,12.0,0.0
528,90.0,79.0,67.0,70.0,66.0,64.0,93.0,70.0,46.0,30.03,29.96,10.0,10.0,10.0,9.0,2.0,16.0,0.0
529,89.0,78.0,67.0,70.0,66.0,64.0,90.0,69.0,47.0,29.98,29.91,10.0,10.0,10.0,13.0,5.0,20.0,0.0
530,88.0,78.0,68.0,70.0,66.0,63.0,90.0,68.0,45.0,30.0,29.95,10.0,10.0,10.0,12.0,4.0,16.0,0.0
531,90.0,80.0,69.0,72.0,68.0,66.0,97.0,72.0,47.0,30.08,30.0,10.0,10.0,10.0,12.0,4.0,17.0,0.0
532,90.0,80.0,70.0,70.0,67.0,64.0,97.0,72.0,46.0,30.01,29.97,10.0,10.0,10.0,9.0,3.0,14.0,0.0
533,91.0,81.0,70.0,70.0,67.0,64.0,97.0,71.0,44.0,29.98,29.94,10.0,10.0,10.0,12.0,4.0,17.0,0.0
534,93.0,82.0,71.0,71.0,68.0,64.0,93.0,67.0,41.0,29.99,29.95,10.0,10.0,10.0,9.0,3.0,13.0,0.0
535,95.0,84.0,72.0,70.0,67.0,61.0,87.0,60.0,33.0,29.95,29.89,10.0,10.0,10.0,8.0,3.0,13.0,0.0
536,93.0,83.0,72.0,70.0,68.0,66.0,79.0,62.0,44.0,29.87,29.83,10.0,10.0,10.0,10.0,4.0,16.0,0.0
537,94.0,84.0,73.0,72.0,70.0,69.0,93.0,71.0,49.0,29.88,29.8,10.0,10.0,10.0,15.0,7.0,25.0,0.0
538,93.0,84.0,75.0,75.0,73.0,71.0,88.0,70.0,52.0,29.87,29.82,10.0,10.0,10.0,13.0,6.0,20.0,0.01
539,95.0,85.0,75.0,74.0,72.0,69.0,94.0,70.0,46.0,29.9,29.84,10.0,10.0,10.0,18.0,7.0,29.0,0.0
540,86.0,79.0,72.0,76.0,73.0,71.0,100.0,87.0,74.0,29.94,29.89,10.0,8.0,0.0,13.0,6.0,22.0,1.34
541,89.0,82.0,74.0,76.0,73.0,69.0,100.0,78.0,55.0,29.98,29.93,10.0,9.0,2.0,16.0,4.0,24.0,0.19
542,83.0,78.0,73.0,75.0,73.0,70.0,94.0,84.0,74.0,29.96,29.9,10.0,8.0,0.0,15.0,7.0,25.0,1.34
543,89.0,81.0,72.0,77.0,74.0,71.0,100.0,83.0,65.0,29.94,29.85,10.0,7.0,0.0,23.0,5.0,15.0,2.66
544,90.0,82.0,73.0,75.0,73.0,70.0,100.0,82.0,64.0,30.02,29.95,10.0,10.0,7.0,12.0,4.0,21.0,0.0
545,84.0,78.0,71.0,76.0,73.0,70.0,94.0,87.0,79.0,30.1,30.02,10.0,8.0,0.0,13.0,1.0,22.0,1.09
546,83.0,78.0,72.0,77.0,73.0,70.0,100.0,90.0,79.0,30.07,30.02,10.0,8.0,0.0,17.0,3.0,26.0,0.49
547,86.0,79.0,72.0,78.0,75.0,70.0,100.0,85.0,70.0,30.08,30.03,10.0,7.0,0.0,17.0,4.0,29.0,0.93
548,89.0,81.0,72.0,77.0,74.0,71.0,100.0,84.0,68.0,30.11,30.06,10.0,9.0,6.0,10.0,5.0,17.0,0.0
549,92.0,84.0,75.0,76.0,73.0,71.0,94.0,73.0,52.0,30.18,30.1,10.0,10.0,10.0,13.0,5.0,20.0,0.0
550,92.0,83.0,74.0,74.0,73.0,70.0,100.0,78.0,56.0,30.19,30.12,10.0,10.0,10.0,12.0,3.0,16.0,0.0
551,93.0,83.0,73.0,74.0,72.0,70.0,100.0,76.0,52.0,30.13,30.06,10.0,10.0,10.0,12.0,4.0,17.0,0.0
552,93.0,85.0,76.0,74.0,73.0,70.0,94.0,73.0,52.0,30.05,29.98,10.0,10.0,10.0,10.0,6.0,18.0,0.0
553,91.0,83.0,74.0,75.0,73.0,70.0,94.0,75.0,56.0,30.05,29.99,10.0,10.0,6.0,14.0,1.0,22.0,0.01
554,91.0,82.0,73.0,75.0,73.0,70.0,94.0,73.0,52.0,30.06,30.0,10.0,9.0,2.0,13.0,2.0,17.0,0.08
555,93.0,84.0,74.0,74.0,72.0,70.0,100.0,75.0,49.0,30.02,29.97,10.0,9.0,5.0,10.0,5.0,18.0,0.0
